x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14
2.916602840725253,-6.118515167011316,3.0556060366468736,10.554867802218121,7.532492966535714,7.098658520137483,-8.466973751137203,-10.233693847907478,4.155831951735445,3.764582328777625,3.2874743477526343,-6.524968045409397,-10.1413627016445,-6.032240234601485,5.193021331237953
-4.527567798088189,-8.23364690825572,9.169215992493896,6.827328027597772,6.385658765467968,8.000616624192764,1.9688803131650587,5.583585733745271,-5.898942300793433,8.472695185583866,-6.259889950882927,3.5609908002762074,-10.04515623868025,9.21502577452921,8.571812632432515
-0.7808709555619474,-1.0465163501576737,-6.7862865502064444,-5.35448363653212,6.101061433162766,-7.458508524091473,-3.650526610195423,5.144764245140512,-2.8808302840429305,-4.957882202451496,9.68232229989817,9.313896572735112,2.8175593590769323,10.095989980601281,8.658545996072231
9.261933448109525,-7.479967618551113,-3.2112322947768233,8.192494858740027,7.24533555049712,8.898397091063543,-5.766303675430192,-4.717707856372227,0.9218072148518548,-4.455330841982365,-8.900695959204135,0.7365915469677978,-6.275526396003975,4.107894541880166,-2.5370747175679322
-8.399407313797573,6.95164549804516,-1.745529515839759,6.00935285929446,7.276257037010425,5.9470229539553845,-8.21342670347838,-2.5012731471062555,-5.535585975509496,2.772728193259329,1.8966935253210955,8.062019362361681,-1.0950194196937297,6.310095657598845,3.7285599147083825
3.222969519968614,-3.898076837969556,7.385842014996157,9.875874236696143,-5.219658617054521,-4.4682989860602955,2.4261744385496433,-2.840380181871837,-8.014090596952883,-4.269814566533565,0.3654826007514054,-10.57247953325456,8.415889590170268,4.609940135033045,5.533725348523184
5.630020670469547,4.468853906893795,-4.081065574234066,-1.4555912001774776,2.6597216084382005,3.590469808135346,-6.466385252514505,-5.497985260147293,4.216519893632236,-0.11240211344269627,-5.48433177667834,-0.5888402496874219,-5.179006689680649,-0.4940104350312873,6.623234663770883
-8.268924066675554,-6.186407476003198,3.4167902389760094,-3.495223097411927,-0.9933909906718265,-3.4451158129715074,-0.1579657302144477,1.4463859830240822,8.607744963251797,-11.384138433571085,1.0743689552966027,2.603635383544945,-6.5568773843794945,3.963736612822146,-1.177127689123931
-10.349698612636274,-5.551262924292847,4.221818220301753,-3.3610604329187215,-1.5198271480757126,-2.3703082271478695,-0.6594028564901278,3.9439355064214308,9.739269568890919,-11.361870905471235,-0.6521320835964199,2.108583944493696,-7.135217026252966,4.3713295982444045,-1.7246989445584626
-7.846196504375783,-6.603256269679289,3.0509643244048585,-4.2305525748651815,-0.40551226668314255,-1.296363933484676,0.6255139597404533,4.219299650636629,9.241394957351735,-9.34688508068228,2.913332434254034,3.322047336174246,-6.569473919366017,3.3371317367053996,-1.5496561533837894
-2.0384604007914464,-8.516950132385741,-6.389000191870405,-0.17000569215275385,-3.9049469944225086,-0.3077380684669563,-4.0943718339848685,9.56420491187099,3.754443453176828,-8.243103817393584,-3.1984018734955844,2.1017324785691645,-8.515609422481091,9.981358395453526,-1.063654919344566
-1.5653188518725167,-0.8779804455644584,-2.6563369882525976,6.718991451417739,0.5916599750518827,5.816870035041255,4.874664100425363,-4.522292138484731,10.560996998252339,3.8573652460730905,8.113657669464901,-3.1513673928945005,-1.0001931182406114,7.877820002017299,2.3372671266780047
-3.006232356236814,-5.529290440629464,4.318434238519764,0.23019573147469585,8.314163788545656,-7.526710028085754,-4.85911436203201,3.5640676377409277,4.0771961007450725,7.970081352615013,9.261991681677918,-5.913925379615219,2.0927783451105695,-2.6670923123864325,-9.042958927730513
1.3822014515836267,0.06089236570110779,0.5555165917771125,5.364672033305439,1.4755261379469529,4.811033194226372,-5.560675832126793,-7.08605752515328,9.86353314991821,-8.33067995455433,-4.810399051284907,-0.4487607524566446,-5.2435383409389,-3.561798461952706,-0.3313430560076256
-0.12205130261082553,-6.744391376792867,8.606981247474186,0.7259475384179339,4.456700516038389,-6.350888226752039,-0.7150316330468035,-2.0210451387167505,-0.3768401375584828,-7.282266547325211,4.024874458956415,-10.143535469317225,-4.227843130107393,5.6410157978322015,8.199800058890858
-5.6557137254290275,-8.817874196211022,9.401094993502396,7.27016614035109,7.558448959819545,9.371247867387194,1.532268378464525,3.455267251922963,-4.403028602472624,8.524219740585846,-10.243894078655957,2.630470632985203,-8.113415687887397,9.914628434537414,8.540480541834595
-4.78573497911459,2.5794167984517524,2.31690161122159,-5.109435528416195,3.9792083610162345,-2.246719597095377,5.800719693343394,-6.201835877433809,6.826950015345329,0.6932663789932989,-0.7194252391166949,-9.086075872811582,-5.900556902314511,3.747682208901286,7.547050366100289
-2.268640082567398,-5.052559858773873,5.722598833650204,2.4831683448104966,9.394587757512243,-5.371467447970594,-5.235168003248808,3.2775421070050488,2.6667510175108053,8.824161216233456,8.680687814843294,-4.8927964314956744,-0.03661517506124856,-3.37461799197589,-7.23315127019399
4.909333434044602,2.8964262574602517,6.6301555294797545,3.3903947870257385,4.240917285366092,3.410317548400289,4.24308669445614,6.287122202356504,6.602898787367561,-6.044680942736185,4.807980870678866,-6.593100934577979,6.358042082215122,-8.948622261132488,-9.742435937594202
6.210688659748143,-3.048792474759727,4.04425328075061,1.3878190823132834,10.313510102392607,6.2623484119655135,2.29699165558632,3.5212887237127823,9.71817842384183,-5.723031518361519,-12.172439668545042,-8.368642049897813,10.512157099748032,9.33353394869455,1.6449125935988185
-5.467263261816788,-6.152571995452467,-4.492641842728103,0.6188545109425787,-3.932342664584127,0.17129837362411393,-4.617426111312825,9.722115793964448,4.424638264165382,-7.382330682213999,-2.9859723947078294,2.5696383879167066,-7.022620667644633,12.031359096434649,-0.4286104069136787
-7.7389973665525975,4.5238158003922315,1.6584741913146046,-11.116798670220895,5.06027241207418,-3.4674567464345705,6.892189580930602,-3.1029390427200467,1.6260211306654024,-5.781028844264864,6.752163721171639,-3.456296434748849,5.262857453995091,2.9329509709501194,9.811940364104078
3.3329696341866253,2.1331971812874633,4.347750002087013,-6.635660514369125,7.823990945134409,2.1953181622512874,-8.60072372249179,2.018417411161969,-1.7694770926646983,-4.5134545125573755,-5.130202174874318,4.875001958684966,10.208843173841004,-4.8923239931275475,3.398549798132182
-6.0271014984390945,-4.874268114238982,5.202373771544318,1.6308256841448083,9.524360049213314,-4.831990526464622,-4.6260429122923865,4.526439175753546,3.800792625136329,8.128933323081146,9.051013488001802,-4.530978214684639,-0.5351064816514857,-3.1479019248418525,-9.666074922504457
5.765321126978059,6.9150777017523515,-3.53978757220203,-0.03931174355260114,1.0884760401950175,6.049870921349893,-5.814551143666406,-3.6316880568948022,3.2443819021143128,0.007177985375669939,-5.859294672902868,-2.460321091907487,-6.611324011870708,-1.1721449556192376,6.71950359354088
-8.758573284084909,2.5292174712935322,-0.4487606834318927,-10.794146737461375,-8.921238815606479,5.937236285241711,7.100819381238072,-5.79609911611411,3.857064876127059,6.790895222425653,6.216968019215432,1.1369082598306055,3.150042101220069,5.267368798457755,4.05001389994728
-10.836535842840386,-6.509274626502645,3.8646127234849184,-3.5782292406941347,-1.2537869485955424,-3.9571961519625076,-1.2039496914667804,3.1002568307559053,7.55413270385877,-9.285505001286888,2.265700283896873,3.8627913655602937,-7.50164422299429,5.053229339421116,-2.2077155602445546
0.9162608526525294,1.9854214326625954,-5.253911529725889,-6.51866977400447,6.327195258433507,-7.25702774675804,-7.622415798073373,-2.564691201135886,9.278686011721806,1.29300026008896,-4.915975788408737,-6.241500216396156,5.491947934821822,-6.821548308382522,-1.2721505811770046
6.617172913709303,7.106988534163608,-2.628804227058622,0.14817008459395886,1.7065329242785607,3.554043175678631,-5.224176248288759,-4.4118150479647635,1.5879370769117473,-0.7376753490518191,-6.3605408709611,-1.6931756405336988,-6.242336996483285,1.2044112278073564,5.560087871154378
-3.64551716333566,2.2866348688266713,1.8986007315779383,-5.495999144144602,2.0991994051452774,-0.39721583701056584,4.542530064072928,-9.026239413803511,7.609829022065911,4.066201121370905,-0.6787723387417601,-8.927517694391357,-4.337967798956113,2.4313667833486186,9.78816352035584
2.8910334412608036,6.324404797998114,4.691670376885186,5.357957841391517,6.006344248842682,2.0588300212459956,4.369486567681709,6.930682324512543,5.8230899814513615,-6.38145254399314,2.846354766477226,-7.686066032002412,7.752421261562743,-9.582160000989397,-8.491992851742008
-7.170228570203523,-7.071777346634819,2.7231960173397662,-5.324206057452305,-0.626770243573217,-3.2830060553615046,0.46713420393916694,2.187345772318204,10.420050461106431,-9.862725451397804,3.0613933409500733,1.5249385522633445,-6.814273169023007,3.9167359604557355,-2.874894956909401
