x,y
0.2620246750155817,0
0.1586839721544656,0
0.27812651949435974,0
0.45931688721456665,0
0.32100054052016713,0
0.5183928205975371,1
0.26194292556514465,0
0.9760852848774336,1
0.7328145526904823,1
0.11527422668314946,0
0.38627506863435945,0
0.6285011795397116,1
0.12505792633559942,0
0.9835486051436412,1
0.4432248686451281,0
0.7895583420239032,1
0.7941185757915866,1
0.36126157241743073,0
0.416103939570998,0
0.5842581281103214,1
0.7601717738058574,1
0.18780840542641564,0
0.2881671478120357,0
0.6702188581602341,1
0.49964826137201246,1
0.1785686771635271,0
0.4131413014246589,0
0.1991952352050984,0
0.5316994035870367,1
0.8323707030679826,1
0.18525094507204487,0
0.9573592236712607,1
0.42541466514451665,0
0.5040070391614373,1
0.5104709468259471,1
0.01579145221181444,0
0.7316900686676242,1
0.9933050398908293,1
0.16287753326976728,0
0.12663477969083758,0
0.374834184580071,0
0.6932194442011307,1
0.002901030168709906,0
0.3692290622594858,0
0.058679325580112573,0
0.789336085024112,1
0.34976921269998185,0
0.7025237197137583,1
0.4912290772658786,1
0.9728723298688061,1
0.8359678800325482,1
0.6102373321732014,1
0.5645189794745384,1
0.9973891432208869,1
0.25472413644588077,0
0.014377857027324525,0
0.08904506720249383,0
0.938982600545954,1
0.9734593993676922,1
0.4914815298314197,1
0.3409359716532486,0
0.7228576179347334,1
0.010896762370149249,0
0.7599531776449456,1
0.6714027862126307,1
0.19044552569632212,0
0.666464652569817,1
0.9111224015603134,1
0.16211742575997612,0
0.9105783163786193,1
0.3243579035605588,0
0.700298420049446,1
0.26545033832019393,0
0.5189586503858306,1
0.17746798488170112,0
0.467845972324444,0
0.4489645188449608,0
0.3960646158843274,0
0.7919254338973798,1
0.493398244781196,0
0.7239478979864309,1
0.7930230326291929,1
0.35152409979850174,0
0.9096535248282638,1
0.7128875001579539,1
0.8972476309568498,1
0.42020832898509064,0
0.467516099385743,1
0.903927199330352,1
0.63354860594173,1
0.532829463625472,1
0.23751076508188718,0
0.946503918832818,1
0.5594301234747533,0
0.7573515288876882,1
0.23614920900201974,0
0.4297587303666679,0
0.39411360018619324,0
0.510709395966225,1
0.12540299608822336,0
0.6836531055077686,1
0.027689715150536642,0
0.23384292207365687,0
0.7364419961241299,1
0.9342098037151884,1
0.6136039054346656,1
0.4074782309536641,0
0.8539162875180368,1
0.9928317936533304,1
0.29537020392782154,0
0.3901675101394959,0
0.6989567892428236,1
0.3570194782424817,0
0.031925100013388996,0
0.34914159394357946,0
0.4847588479510103,0
0.04823509856147579,0
0.9150254046173107,1
0.7255666216664314,1
0.772461460106394,1
0.09644998572235297,0
0.03722987119593546,0
0.2598126254406612,0
0.12550774218458216,0
0.23814948154276172,0
0.6821736830935899,1
0.48121863105120866,0
0.9365083907136746,1
0.5813986303244026,0
0.1861074404972819,0
0.18692820493871765,0
0.33855362261402466,0
0.43276726618848327,0
0.07677029276939462,0
0.6360086878336072,1
0.05840954527325515,0
0.7236798356979871,1
0.6601019898657075,1
0.008818572794648372,0
0.7631813798209602,1
0.33863197068667683,0
0.776212770979613,1
0.3357964664287648,0
0.5805421260537106,1
0.1719769414804735,0
0.8462176761574957,1
0.27090301066709854,0
0.7446392237162123,1
0.5634196819412706,1
0.9000878922577004,1
0.5483220830418133,1
0.025141357109147,0
0.08063967202576006,0
0.95555897499894,1
0.4560315447537664,1
0.14734721253455763,0
0.6749610058729155,1
0.6236666694816397,1
0.5502062134417018,1
0.9057503615740888,1
0.8983189220314334,1
0.2624024528483213,0
0.7191567925622773,1
0.4851464907453349,0
0.2808848371930843,0
0.0582794206249827,0
0.20505848915640246,0
0.6400390792018065,1
0.285974337920881,0
0.4425383058157052,0
0.34594567321838143,0
0.49973710598253673,0
0.6550721484687234,1
0.9494149173792953,1
0.03307424866566844,0
0.5563390158544486,0
0.6408001729800439,1
0.15844100170079578,0
0.7264475890121479,1
0.3785200983324921,0
0.5115532165250367,1
0.5782410628260413,1
0.8452807701565866,1
0.7018290597522223,1
0.6291896895232066,1
0.05134305647695325,0
0.045909955637688404,0
0.5290150439332159,1
0.7830427916910186,1
0.7030778657023979,1
0.19661886938013906,0
0.2717444173882694,0
0.2152504148025276,0
0.4083469363533958,0
0.6552760423503994,1
0.2703198694818053,0
0.2804446217411106,0
0.7817699026976939,1
0.8521164329969754,1
0.5474361971116708,0
0.7241143201319212,1
0.43316776184776185,0
0.8205336973552095,1
0.8243295390756634,1
0.01654146258848732,0
0.7330402064663079,1
0.71724302451032,1
0.7192573748599213,1
0.7860732410584074,1
0.9371915835783589,1
0.6581630055733633,1
0.18749788177521132,0
0.6882053740803266,1
0.9903911323794193,1
0.9143703587161568,1
0.8650820256253721,1
0.04670308301948889,0
0.007838989547189201,0
0.7495067105618435,1
0.7335399234388285,1
0.7083701642992665,1
0.15708258889249804,0
0.1185461347351704,0
0.16040197688409086,0
0.8231728257419227,1
0.4037180002921906,0
0.1791307121550776,0
0.6314562645575412,1
0.03812206747090496,0
0.09410315064060226,0
0.11168789553628788,0
0.689452829190147,1
0.6172659124628479,0
0.5738028270065219,1
0.8261093231490234,1
0.7447778285204237,1
0.2266512041826465,0
0.08788866030597742,0
0.5009359745254266,0
0.31369179779128464,0
0.2679734478658292,0
0.5094419215359797,1
0.7016286553172931,1
0.9071839574494036,1
0.45379312032823094,0
0.5332085826915929,1
0.8088151916771205,1
0.38922516999638235,0
0.7429817830882898,1
0.98491045398805,1
0.2107423350973079,0
0.5784149743409512,1
0.72071759772629,1
0.13356331667637633,0
0.813008801060507,1
0.7371156773568437,1
0.7443982559452678,1
0.8435399356703853,1
0.7497590695242966,1
0.741113980367214,1
0.6419054627788774,1
0.6397239793661043,1
0.8278523402316886,1
0.834031482713876,1
0.2214909703084772,0
0.6621755847543499,1
0.17921992878745585,0
0.8215469487493965,1
0.031830351465695905,0
0.03424634969482765,0
0.01942968055152805,0
0.6455804451665256,1
0.5316555145413323,1
0.027561221660582613,0
0.02644262765785521,0
0.7476821664220852,1
0.7486961531021208,1
0.23142121962338458,0
0.7845280323432903,1
0.8442379038616986,1
0.8304731646519778,1
0.5551029161153589,1
0.6918041760569391,1
0.7720797320602047,1
0.7387443604265518,1
0.4070692575860504,0
0.6713342781941692,1
0.6969268961679655,1
0.8150637323111689,1
0.34932879388217797,0
0.5237266437311435,1
0.19179705669349856,0
0.25244485245873016,0
0.541462386932788,1
0.3014986929063961,0
0.6450233640191141,1
0.048901980630105424,0
0.10937801029275063,0
0.7576772822039064,1
0.4428526987075818,0
0.9697040668517775,1
0.12253513705442354,0
0.3578236239094268,0
0.9234957191755953,1
0.835874964568345,1
0.9781643985103268,1
0.19554063186948323,0
0.3593578209462919,0
0.6452307180860498,1
0.27707051705540675,0
0.046883394345437424,0
0.5815620295906744,1
0.18764871706994846,0
0.789331722132878,1
0.38034967338822445,0
0.32646239738693617,0
0.6513033496392251,1
0.6247808164331236,1
0.31157576799270126,0
0.7479260876532164,1
0.4031904559230467,0
0.7649652441691153,1
0.04421792366402888,0
0.9098477879937313,1
0.646363178872267,1
0.45263179620258687,0
0.022045083542867494,0
0.20881969671412948,0
0.6132911733584397,1
0.9280560578856936,1
0.6042489644769472,1
0.5614434146057025,1
0.4143240402430284,0
0.8358735652278881,1
0.5812732587069174,1
0.7446186781773794,1
0.24575899212193397,0
0.11440912876724285,0
0.989777867088182,1
0.032584153462883014,0
0.22148302400297404,0
0.41528262319887477,0
0.23926907465067127,0
0.26548606191223756,0
0.5557610480794524,1
0.6099513907518821,1
0.6067541819616377,1
0.7614571841381924,1
0.2152806929143104,0
0.8935719356666748,1
0.6603727413103333,1
0.04524098362828377,0
0.5968838444906166,1
0.3773809067017361,1
0.3443023095912905,0
0.19876093059234612,0
0.7154191921251015,1
0.9772973600932421,1
0.27785629720106786,0
0.6554941278560936,1
0.43723732750756206,1
0.43314146234810447,0
0.1057455143375513,0
0.2515004836686566,0
0.8681656808370615,1
0.11587423770245964,0
0.3165584887646091,0
0.7148807013296844,1
0.379436447684666,0
0.2704542231823147,0
0.9469035592787907,1
0.910009468353147,1
0.6102684242979635,1
0.9961662253773798,1
0.9865995356095467,1
0.87795549656733,1
0.5014758396168879,0
0.8116526641461488,1
0.7959027616047145,1
0.1775857997812741,0
0.607412398187681,1
0.09787819847970702,0
0.22882107273741548,0
0.14324192593363672,0
0.30956723600606495,0
0.4534317939680368,0
0.2963813719869076,0
0.5595085525829381,1
0.8717872081022224,1
0.2070773527220029,0
0.05760075284532662,0
0.9080574793368414,1
0.340156663265585,0
0.8412498850763336,1
0.9323348502737142,1
0.8095076296092627,1
0.06275619364580243,0
0.4028483966456702,0
0.2567581921527182,0
0.6440944293097526,1
0.5727831679608173,1
0.9255737879483088,1
0.39387857629998224,0
0.8376418717662054,1
0.6821548485269713,1
0.3337151065392011,0
0.28406184354286557,0
0.7052071010084013,1
0.5713055174236046,1
0.9713183398631009,1
0.21973581828509214,0
0.23597130363113594,0
0.6937394537093229,1
0.6614397989468991,1
0.9198649355925602,1
0.9219756704294084,1
0.25315245351311033,0
0.5374692726144286,1
0.39553208164919407,0
0.09157583369857936,0
0.27309242671403244,0
0.08594196697501866,0
0.9763164418407225,1
0.8998569604020463,1
0.8338039933842172,1
0.9794165338335297,1
0.5974285631721363,1
0.6798396014721269,1
0.22163071386004962,0
0.9260415959181447,1
0.038521846290343165,0
0.6321319071555634,1
0.039706063287633264,0
0.9733652602140176,1
0.8755999733878586,1
0.5037363294519053,1
0.5893741456931497,1
0.28082546661591723,0
0.15311517918837558,0
0.8293255994904686,1
0.1313398221034362,0
0.13221318835806994,0
0.3442809693508956,0
0.9881578655158652,1
0.48328378560576035,0
0.3075172896642592,0
0.2500806926030834,0
0.781515132745969,1
0.14619579071894906,0
0.4384488611935322,0
